--------- beginning of main
08-25 18:02:31.279  6136  6136 D TemperatureHistoryAnalyzer: Point 9085: 26.51°C at 2025-08-23 11:59:41 [EXCURSION]
08-25 18:02:31.279  6136  6136 D TemperatureHistoryAnalyzer: Point 9086: 26.51°C at 2025-08-23 11:59:51 [EXCURSION]
08-25 18:02:31.279  6136  6136 D TemperatureHistoryAnalyzer: Point 9087: 26.47°C at 2025-08-23 12:00:01 [EXCURSION]
08-25 18:02:31.279  6136  6136 D TemperatureHistoryAnalyzer: Point 9088: 26.51°C at 2025-08-23 12:00:11 [EXCURSION]
08-25 18:02:31.279  6136  6136 D TemperatureHistoryAnalyzer: Point 9089: 26.51°C at 2025-08-23 12:00:21 [EXCURSION]
08-25 18:02:31.280  6136  6136 D TemperatureHistoryAnalyzer: Point 9090: 26.51°C at 2025-08-23 12:00:31 [EXCURSION]
08-25 18:02:31.280  6136  6136 D TemperatureHistoryAnalyzer: Point 9091: 26.47°C at 2025-08-23 12:00:41 [EXCURSION]
08-25 18:02:31.280  6136  6136 D TemperatureHistoryAnalyzer: Point 9092: 26.47°C at 2025-08-23 12:00:51 [EXCURSION]
08-25 18:02:31.280  6136  6136 D TemperatureHistoryAnalyzer: Point 9093: 26.47°C at 2025-08-23 12:01:01 [EXCURSION]
08-25 18:02:31.280  6136  6136 D TemperatureHistoryAnalyzer: Point 9094: 26.51°C at 2025-08-23 12:01:11 [EXCURSION]
08-25 18:02:31.280  6136  6136 D TemperatureHistoryAnalyzer: Point 9095: 26.47°C at 2025-08-23 12:01:21 [EXCURSION]
08-25 18:02:31.281  6136  6136 D TemperatureHistoryAnalyzer: Point 9096: 26.47°C at 2025-08-23 12:01:31 [EXCURSION]
08-25 18:02:31.281  6136  6136 D TemperatureHistoryAnalyzer: Point 9097: 26.51°C at 2025-08-23 12:01:41 [EXCURSION]
08-25 18:02:31.281  6136  6136 D TemperatureHistoryAnalyzer: Point 9098: 26.47°C at 2025-08-23 12:01:51 [EXCURSION]
08-25 18:02:31.281  6136  6136 D TemperatureHistoryAnalyzer: Point 9099: 26.47°C at 2025-08-23 12:02:01 [EXCURSION]
08-25 18:02:31.281  6136  6136 D TemperatureHistoryAnalyzer: Point 9100: 26.47°C at 2025-08-23 12:02:11 [EXCURSION]
08-25 18:02:31.281  6136  6136 D TemperatureHistoryAnalyzer: Point 9101: 26.47°C at 2025-08-23 12:02:21 [EXCURSION]
08-25 18:02:31.281  6136  6136 D TemperatureHistoryAnalyzer: Point 9102: 26.47°C at 2025-08-23 12:02:31 [EXCURSION]
08-25 18:02:31.282  6136  6136 D TemperatureHistoryAnalyzer: Point 9103: 26.47°C at 2025-08-23 12:02:41 [EXCURSION]
08-25 18:02:31.282  6136  6136 D TemperatureHistoryAnalyzer: Point 9104: 26.47°C at 2025-08-23 12:02:51 [EXCURSION]
08-25 18:02:31.282  6136  6136 D TemperatureHistoryAnalyzer: Point 9105: 26.47°C at 2025-08-23 12:03:01 [EXCURSION]
08-25 18:02:31.282  6136  6136 D TemperatureHistoryAnalyzer: Point 9106: 26.47°C at 2025-08-23 12:03:11 [EXCURSION]
08-25 18:02:31.282  6136  6136 D TemperatureHistoryAnalyzer: Point 9107: 26.47°C at 2025-08-23 12:03:21 [EXCURSION]
08-25 18:02:31.282  6136  6136 D TemperatureHistoryAnalyzer: Point 9108: 26.47°C at 2025-08-23 12:03:31 [EXCURSION]
08-25 18:02:31.282  6136  6136 D TemperatureHistoryAnalyzer: Point 9109: 26.51°C at 2025-08-23 12:03:41 [EXCURSION]
08-25 18:02:31.283  6136  6136 D TemperatureHistoryAnalyzer: Point 9110: 26.47°C at 2025-08-23 12:03:51 [EXCURSION]
08-25 18:02:31.283  6136  6136 D TemperatureHistoryAnalyzer: Point 9111: 26.47°C at 2025-08-23 12:04:01 [EXCURSION]
08-25 18:02:31.283  6136  6136 D TemperatureHistoryAnalyzer: Point 9112: 26.51°C at 2025-08-23 12:04:11 [EXCURSION]
08-25 18:02:31.283  6136  6136 D TemperatureHistoryAnalyzer: Point 9113: 26.47°C at 2025-08-23 12:04:21 [EXCURSION]
08-25 18:02:31.283  6136  6136 D TemperatureHistoryAnalyzer: Point 9114: 26.51°C at 2025-08-23 12:04:31 [EXCURSION]
08-25 18:02:31.283  6136  6136 D TemperatureHistoryAnalyzer: Point 9115: 26.51°C at 2025-08-23 12:04:41 [EXCURSION]
08-25 18:02:31.283  6136  6136 D TemperatureHistoryAnalyzer: Point 9116: 26.51°C at 2025-08-23 12:04:51 [EXCURSION]
08-25 18:02:31.284  6136  6136 D TemperatureHistoryAnalyzer: Point 9117: 26.47°C at 2025-08-23 12:05:01 [EXCURSION]
08-25 18:02:31.284  6136  6136 D TemperatureHistoryAnalyzer: Point 9118: 26.51°C at 2025-08-23 12:05:11 [EXCURSION]
08-25 18:02:31.284  6136  6136 D TemperatureHistoryAnalyzer: Point 9119: 26.47°C at 2025-08-23 12:05:21 [EXCURSION]
08-25 18:02:31.284  6136  6136 D TemperatureHistoryAnalyzer: Point 9120: 26.47°C at 2025-08-23 12:05:31 [EXCURSION]
08-25 18:02:31.284  6136  6136 D TemperatureHistoryAnalyzer: Point 9121: 26.47°C at 2025-08-23 12:05:41 [EXCURSION]
08-25 18:02:31.284  6136  6136 D TemperatureHistoryAnalyzer: Point 9122: 26.47°C at 2025-08-23 12:05:51 [EXCURSION]
08-25 18:02:31.284  6136  6136 D TemperatureHistoryAnalyzer: Point 9123: 26.47°C at 2025-08-23 12:06:01 [EXCURSION]
08-25 18:02:31.285  6136  6136 D TemperatureHistoryAnalyzer: Point 9124: 26.47°C at 2025-08-23 12:06:11 [EXCURSION]
08-25 18:02:31.285  6136  6136 D TemperatureHistoryAnalyzer: Point 9125: 26.47°C at 2025-08-23 12:06:21 [EXCURSION]
08-25 18:02:31.285  6136  6136 D TemperatureHistoryAnalyzer: Point 9126: 26.47°C at 2025-08-23 12:06:31 [EXCURSION]
08-25 18:02:31.285  6136  6136 D TemperatureHistoryAnalyzer: Point 9127: 26.47°C at 2025-08-23 12:06:41 [EXCURSION]
08-25 18:02:31.285  6136  6136 D TemperatureHistoryAnalyzer: Point 9128: 26.47°C at 2025-08-23 12:06:51 [EXCURSION]
08-25 18:02:31.285  6136  6136 D TemperatureHistoryAnalyzer: Point 9129: 26.51°C at 2025-08-23 12:07:01 [EXCURSION]
08-25 18:02:31.285  6136  6136 D TemperatureHistoryAnalyzer: Point 9130: 26.51°C at 2025-08-23 12:07:11 [EXCURSION]
08-25 18:02:31.285  6136  6136 D TemperatureHistoryAnalyzer: Point 9131: 26.47°C at 2025-08-23 12:07:21 [EXCURSION]
08-25 18:02:31.286  6136  6136 D TemperatureHistoryAnalyzer: Point 9132: 26.44°C at 2025-08-23 12:07:31 [EXCURSION]
08-25 18:02:31.286  6136  6136 D TemperatureHistoryAnalyzer: Point 9133: 26.47°C at 2025-08-23 12:07:41 [EXCURSION]
08-25 18:02:31.286  6136  6136 D TemperatureHistoryAnalyzer: Point 9134: 26.47°C at 2025-08-23 12:07:51 [EXCURSION]
08-25 18:02:31.286  6136  6136 D TemperatureHistoryAnalyzer: Point 9135: 26.47°C at 2025-08-23 12:08:01 [EXCURSION]
08-25 18:02:31.286  6136  6136 D TemperatureHistoryAnalyzer: Point 9136: 26.47°C at 2025-08-23 12:08:11 [EXCURSION]
08-25 18:02:31.286  6136  6136 D TemperatureHistoryAnalyzer: Point 9137: 26.47°C at 2025-08-23 12:08:21 [EXCURSION]
08-25 18:02:31.286  6136  6136 D TemperatureHistoryAnalyzer: Point 9138: 26.47°C at 2025-08-23 12:08:31 [EXCURSION]
08-25 18:02:31.287  6136  6136 D TemperatureHistoryAnalyzer: Point 9139: 26.47°C at 2025-08-23 12:08:41 [EXCURSION]
08-25 18:02:31.287  6136  6136 D TemperatureHistoryAnalyzer: Point 9140: 26.51°C at 2025-08-23 12:08:51 [EXCURSION]
08-25 18:02:31.287  6136  6136 D TemperatureHistoryAnalyzer: Point 9141: 26.47°C at 2025-08-23 12:09:01 [EXCURSION]
08-25 18:02:31.287  6136  6136 D TemperatureHistoryAnalyzer: Point 9142: 26.51°C at 2025-08-23 12:09:11 [EXCURSION]
08-25 18:02:31.287  6136  6136 D TemperatureHistoryAnalyzer: Point 9143: 26.47°C at 2025-08-23 12:09:21 [EXCURSION]
08-25 18:02:31.287  6136  6136 D TemperatureHistoryAnalyzer: Point 9144: 26.51°C at 2025-08-23 12:09:31 [EXCURSION]
08-25 18:02:31.288  6136  6136 D TemperatureHistoryAnalyzer: Point 9145: 26.47°C at 2025-08-23 12:09:41 [EXCURSION]
08-25 18:02:31.288  6136  6136 D TemperatureHistoryAnalyzer: Point 9146: 26.47°C at 2025-08-23 12:09:51 [EXCURSION]
08-25 18:02:31.288  6136  6136 D TemperatureHistoryAnalyzer: Point 9147: 26.44°C at 2025-08-23 12:10:01 [EXCURSION]
08-25 18:02:31.288  6136  6136 D TemperatureHistoryAnalyzer: Point 9148: 26.47°C at 2025-08-23 12:10:11 [EXCURSION]
08-25 18:02:31.288  6136  6136 D TemperatureHistoryAnalyzer: Point 9149: 26.47°C at 2025-08-23 12:10:21 [EXCURSION]
08-25 18:02:31.288  6136  6136 D TemperatureHistoryAnalyzer: Point 9150: 26.47°C at 2025-08-23 12:10:31 [EXCURSION]
08-25 18:02:31.288  6136  6136 D TemperatureHistoryAnalyzer: Point 9151: 26.47°C at 2025-08-23 12:10:41 [EXCURSION]
08-25 18:02:31.289  6136  6136 D TemperatureHistoryAnalyzer: Point 9152: 26.47°C at 2025-08-23 12:10:51 [EXCURSION]
08-25 18:02:31.289  6136  6136 D TemperatureHistoryAnalyzer: Point 9153: 26.47°C at 2025-08-23 12:11:01 [EXCURSION]
08-25 18:02:31.289  6136  6136 D TemperatureHistoryAnalyzer: Point 9154: 26.44°C at 2025-08-23 12:11:11 [EXCURSION]
08-25 18:02:31.289  6136  6136 D TemperatureHistoryAnalyzer: Point 9155: 26.47°C at 2025-08-23 12:11:21 [EXCURSION]
08-25 18:02:31.289  6136  6136 D TemperatureHistoryAnalyzer: Point 9156: 26.47°C at 2025-08-23 12:11:31 [EXCURSION]
08-25 18:02:31.289  6136  6136 D TemperatureHistoryAnalyzer: Point 9157: 26.47°C at 2025-08-23 12:11:41 [EXCURSION]
08-25 18:02:31.290  6136  6136 D TemperatureHistoryAnalyzer: Point 9158: 26.44°C at 2025-08-23 12:11:51 [EXCURSION]
08-25 18:02:31.290  6136  6136 D TemperatureHistoryAnalyzer: Point 9159: 26.44°C at 2025-08-23 12:12:01 [EXCURSION]
08-25 18:02:31.290  6136  6136 D TemperatureHistoryAnalyzer: Point 9160: 26.47°C at 2025-08-23 12:12:11 [EXCURSION]
08-25 18:02:31.290  6136  6136 D TemperatureHistoryAnalyzer: Point 9161: 26.47°C at 2025-08-23 12:12:21 [EXCURSION]
08-25 18:02:31.290  6136  6136 D TemperatureHistoryAnalyzer: Point 9162: 26.47°C at 2025-08-23 12:12:31 [EXCURSION]
08-25 18:02:31.290  6136  6136 D TemperatureHistoryAnalyzer: Point 9163: 26.47°C at 2025-08-23 12:12:41 [EXCURSION]
08-25 18:02:31.291  6136  6136 D TemperatureHistoryAnalyzer: Point 9164: 26.44°C at 2025-08-23 12:12:51 [EXCURSION]
08-25 18:02:31.291  6136  6136 D TemperatureHistoryAnalyzer: Point 9165: 26.47°C at 2025-08-23 12:13:01 [EXCURSION]
08-25 18:02:31.291  6136  6136 D TemperatureHistoryAnalyzer: Point 9166: 26.47°C at 2025-08-23 12:13:11 [EXCURSION]
08-25 18:02:31.291  6136  6136 D TemperatureHistoryAnalyzer: Point 9167: 26.44°C at 2025-08-23 12:13:21 [EXCURSION]
08-25 18:02:31.291  6136  6136 D TemperatureHistoryAnalyzer: Point 9168: 26.47°C at 2025-08-23 12:13:31 [EXCURSION]
08-25 18:02:31.291  6136  6136 D TemperatureHistoryAnalyzer: Point 9169: 26.47°C at 2025-08-23 12:13:41 [EXCURSION]
08-25 18:02:31.292  6136  6136 D TemperatureHistoryAnalyzer: Point 9170: 26.47°C at 2025-08-23 12:13:51 [EXCURSION]
08-25 18:02:31.292  6136  6136 D TemperatureHistoryAnalyzer: Point 9171: 26.44°C at 2025-08-23 12:14:01 [EXCURSION]
08-25 18:02:31.292  6136  6136 D TemperatureHistoryAnalyzer: Point 9172: 26.44°C at 2025-08-23 12:14:11 [EXCURSION]
08-25 18:02:31.292  6136  6136 D TemperatureHistoryAnalyzer: Point 9173: 26.47°C at 2025-08-23 12:14:21 [EXCURSION]
08-25 18:02:31.292  6136  6136 D TemperatureHistoryAnalyzer: Point 9174: 26.44°C at 2025-08-23 12:14:31 [EXCURSION]
08-25 18:02:31.292  6136  6136 D TemperatureHistoryAnalyzer: Point 9175: 26.47°C at 2025-08-23 12:14:41 [EXCURSION]
08-25 18:02:31.293  6136  6136 D TemperatureHistoryAnalyzer: Point 9176: 26.44°C at 2025-08-23 12:14:51 [EXCURSION]
08-25 18:02:31.293  6136  6136 D TemperatureHistoryAnalyzer: Point 9177: 26.44°C at 2025-08-23 12:15:01 [EXCURSION]
08-25 18:02:31.293  6136  6136 D TemperatureHistoryAnalyzer: Point 9178: 26.44°C at 2025-08-23 12:15:11 [EXCURSION]
08-25 18:02:31.293  6136  6136 D TemperatureHistoryAnalyzer: Point 9179: 26.44°C at 2025-08-23 12:15:21 [EXCURSION]
08-25 18:02:31.293  6136  6136 D TemperatureHistoryAnalyzer: Point 9180: 26.47°C at 2025-08-23 12:15:31 [EXCURSION]
08-25 18:02:31.293  6136  6136 D TemperatureHistoryAnalyzer: Point 9181: 26.47°C at 2025-08-23 12:15:41 [EXCURSION]
08-25 18:02:31.293  6136  6136 D TemperatureHistoryAnalyzer: Point 9182: 26.47°C at 2025-08-23 12:15:51 [EXCURSION]
08-25 18:02:31.294  6136  6136 D TemperatureHistoryAnalyzer: Point 9183: 26.44°C at 2025-08-23 12:16:01 [EXCURSION]
08-25 18:02:31.294  6136  6136 D TemperatureHistoryAnalyzer: Point 9184: 26.47°C at 2025-08-23 12:16:11 [EXCURSION]
08-25 18:02:31.294  6136  6136 D TemperatureHistoryAnalyzer: Point 9185: 26.44°C at 2025-08-23 12:16:21 [EXCURSION]
08-25 18:02:31.294  6136  6136 D TemperatureHistoryAnalyzer: Point 9186: 26.4°C at 2025-08-23 12:16:31 [EXCURSION]
08-25 18:02:31.294  6136  6136 D TemperatureHistoryAnalyzer: Point 9187: 26.4°C at 2025-08-23 12:16:41 [EXCURSION]
08-25 18:02:31.294  6136  6136 D TemperatureHistoryAnalyzer: Point 9188: 26.47°C at 2025-08-23 12:16:51 [EXCURSION]
08-25 18:02:31.295  6136  6136 D TemperatureHistoryAnalyzer: Point 9189: 26.47°C at 2025-08-23 12:17:01 [EXCURSION]
08-25 18:02:31.295  6136  6136 D TemperatureHistoryAnalyzer: Point 9190: 26.44°C at 2025-08-23 12:17:11 [EXCURSION]
08-25 18:02:31.295  6136  6136 D TemperatureHistoryAnalyzer: Point 9191: 26.44°C at 2025-08-23 12:17:21 [EXCURSION]
08-25 18:02:31.295  6136  6136 D TemperatureHistoryAnalyzer: Point 9192: 26.44°C at 2025-08-23 12:17:31 [EXCURSION]
08-25 18:02:31.295  6136  6136 D TemperatureHistoryAnalyzer: Point 9193: 26.4°C at 2025-08-23 12:17:41 [EXCURSION]
08-25 18:02:31.295  6136  6136 D TemperatureHistoryAnalyzer: Point 9194: 26.44°C at 2025-08-23 12:17:51 [EXCURSION]
08-25 18:02:31.296  6136  6136 D TemperatureHistoryAnalyzer: Point 9195: 26.44°C at 2025-08-23 12:18:01 [EXCURSION]
08-25 18:02:31.296  6136  6136 D TemperatureHistoryAnalyzer: Point 9196: 26.47°C at 2025-08-23 12:18:11 [EXCURSION]
08-25 18:02:31.296  6136  6136 D TemperatureHistoryAnalyzer: Point 9197: 26.44°C at 2025-08-23 12:18:21 [EXCURSION]
08-25 18:02:31.296  6136  6136 D TemperatureHistoryAnalyzer: Point 9198: 26.44°C at 2025-08-23 12:18:31 [EXCURSION]
08-25 18:02:31.296  6136  6136 D TemperatureHistoryAnalyzer: Point 9199: 26.4°C at 2025-08-23 12:18:41 [EXCURSION]
08-25 18:02:31.296  6136  6136 D TemperatureHistoryAnalyzer: Point 9200: 26.44°C at 2025-08-23 12:18:51 [EXCURSION]
08-25 18:02:31.296  6136  6136 D TemperatureHistoryAnalyzer: Point 9201: 26.44°C at 2025-08-23 12:19:01 [EXCURSION]
08-25 18:02:31.297  6136  6136 D TemperatureHistoryAnalyzer: Point 9202: 26.47°C at 2025-08-23 12:19:11 [EXCURSION]
08-25 18:02:31.297  6136  6136 D TemperatureHistoryAnalyzer: Point 9203: 26.4°C at 2025-08-23 12:19:21 [EXCURSION]
08-25 18:02:31.297  6136  6136 D TemperatureHistoryAnalyzer: Point 9204: 26.4°C at 2025-08-23 12:19:31 [EXCURSION]
08-25 18:02:31.297  6136  6136 D TemperatureHistoryAnalyzer: Point 9205: 26.4°C at 2025-08-23 12:19:41 [EXCURSION]
08-25 18:02:31.297  6136  6136 D TemperatureHistoryAnalyzer: Point 9206: 26.44°C at 2025-08-23 12:19:51 [EXCURSION]
08-25 18:02:31.297  6136  6136 D TemperatureHistoryAnalyzer: Point 9207: 26.4°C at 2025-08-23 12:20:01 [EXCURSION]
08-25 18:02:31.297  6136  6136 D TemperatureHistoryAnalyzer: Point 9208: 26.4°C at 2025-08-23 12:20:11 [EXCURSION]
08-25 18:02:31.298  6136  6136 D TemperatureHistoryAnalyzer: Point 9209: 26.4°C at 2025-08-23 12:20:21 [EXCURSION]
08-25 18:02:31.298  6136  6136 D TemperatureHistoryAnalyzer: Point 9210: 26.4°C at 2025-08-23 12:20:31 [EXCURSION]
08-25 18:02:31.298  6136  6136 D TemperatureHistoryAnalyzer: Point 9211: 26.4°C at 2025-08-23 12:20:41 [EXCURSION]
08-25 18:02:31.298  6136  6136 D TemperatureHistoryAnalyzer: Point 9212: 26.4°C at 2025-08-23 12:20:51 [EXCURSION]
08-25 18:02:31.298  6136  6136 D TemperatureHistoryAnalyzer: Point 9213: 26.4°C at 2025-08-23 12:21:01 [EXCURSION]
08-25 18:02:31.298  6136  6136 D TemperatureHistoryAnalyzer: Point 9214: 26.44°C at 2025-08-23 12:21:11 [EXCURSION]
08-25 18:02:31.298  6136  6136 D TemperatureHistoryAnalyzer: Point 9215: 26.44°C at 2025-08-23 12:21:21 [EXCURSION]
08-25 18:02:31.299  6136  6136 D TemperatureHistoryAnalyzer: Point 9216: 26.4°C at 2025-08-23 12:21:31 [EXCURSION]
08-25 18:02:31.299  6136  6136 D TemperatureHistoryAnalyzer: Point 9217: 26.44°C at 2025-08-23 12:21:41 [EXCURSION]
08-25 18:02:31.299  6136  6136 D TemperatureHistoryAnalyzer: Point 9218: 26.4°C at 2025-08-23 12:21:51 [EXCURSION]
08-25 18:02:31.299  6136  6136 D TemperatureHistoryAnalyzer: Point 9219: 26.44°C at 2025-08-23 12:22:01 [EXCURSION]
08-25 18:02:31.299  6136  6136 D TemperatureHistoryAnalyzer: Point 9220: 26.4°C at 2025-08-23 12:22:11 [EXCURSION]
08-25 18:02:31.299  6136  6136 D TemperatureHistoryAnalyzer: Point 9221: 26.4°C at 2025-08-23 12:22:21 [EXCURSION]
08-25 18:02:31.299  6136  6136 D TemperatureHistoryAnalyzer: Point 9222: 26.4°C at 2025-08-23 12:22:31 [EXCURSION]
08-25 18:02:31.300  6136  6136 D TemperatureHistoryAnalyzer: Point 9223: 26.4°C at 2025-08-23 12:22:41 [EXCURSION]
08-25 18:02:31.300  6136  6136 D TemperatureHistoryAnalyzer: Point 9224: 26.4°C at 2025-08-23 12:22:51 [EXCURSION]
08-25 18:02:31.300  6136  6136 D TemperatureHistoryAnalyzer: Point 9225: 26.4°C at 2025-08-23 12:23:01 [EXCURSION]
08-25 18:02:31.300  6136  6136 D TemperatureHistoryAnalyzer: Point 9226: 26.4°C at 2025-08-23 12:23:11 [EXCURSION]
08-25 18:02:31.300  6136  6136 D TemperatureHistoryAnalyzer: Point 9227: 26.4°C at 2025-08-23 12:23:21 [EXCURSION]
08-25 18:02:31.300  6136  6136 D TemperatureHistoryAnalyzer: Point 9228: 26.4°C at 2025-08-23 12:23:31 [EXCURSION]
08-25 18:02:31.300  6136  6136 D TemperatureHistoryAnalyzer: Point 9229: 26.4°C at 2025-08-23 12:23:41 [EXCURSION]
08-25 18:02:31.301  6136  6136 D TemperatureHistoryAnalyzer: Point 9230: 26.4°C at 2025-08-23 12:23:51 [EXCURSION]
08-25 18:02:31.301  6136  6136 D TemperatureHistoryAnalyzer: Point 9231: 26.4°C at 2025-08-23 12:24:01 [EXCURSION]
08-25 18:02:31.301  6136  6136 D TemperatureHistoryAnalyzer: Point 9232: 26.4°C at 2025-08-23 12:24:11 [EXCURSION]
08-25 18:02:31.301  6136  6136 D TemperatureHistoryAnalyzer: Point 9233: 26.4°C at 2025-08-23 12:24:21 [EXCURSION]
08-25 18:02:31.301  6136  6136 D TemperatureHistoryAnalyzer: Point 9234: 26.4°C at 2025-08-23 12:24:31 [EXCURSION]
08-25 18:02:31.301  6136  6136 D TemperatureHistoryAnalyzer: Point 9235: 26.4°C at 2025-08-23 12:24:41 [EXCURSION]
08-25 18:02:31.302  6136  6136 D TemperatureHistoryAnalyzer: Point 9236: 26.4°C at 2025-08-23 12:24:51 [EXCURSION]
08-25 18:02:31.302  6136  6136 D TemperatureHistoryAnalyzer: Point 9237: 26.4°C at 2025-08-23 12:25:01 [EXCURSION]
08-25 18:02:31.302  6136  6136 D TemperatureHistoryAnalyzer: Point 9238: 26.4°C at 2025-08-23 12:25:11 [EXCURSION]
08-25 18:02:31.302  6136  6136 D TemperatureHistoryAnalyzer: Point 9239: 26.4°C at 2025-08-23 12:25:21 [EXCURSION]
08-25 18:02:31.302  6136  6136 D TemperatureHistoryAnalyzer: Point 9240: 26.4°C at 2025-08-23 12:25:31 [EXCURSION]
08-25 18:02:31.303  6136  6136 D TemperatureHistoryAnalyzer: Point 9241: 26.4°C at 2025-08-23 12:25:41 [EXCURSION]
08-25 18:02:31.303  6136  6136 D TemperatureHistoryAnalyzer: Point 9242: 26.37°C at 2025-08-23 12:25:51 [EXCURSION]
08-25 18:02:31.303  6136  6136 D TemperatureHistoryAnalyzer: Point 9243: 26.4°C at 2025-08-23 12:26:01 [EXCURSION]
08-25 18:02:31.303  6136  6136 D TemperatureHistoryAnalyzer: Point 9244: 26.4°C at 2025-08-23 12:26:11 [EXCURSION]
08-25 18:02:31.303  6136  6136 D TemperatureHistoryAnalyzer: Point 9245: 26.4°C at 2025-08-23 12:26:21 [EXCURSION]
08-25 18:02:31.303  6136  6136 D TemperatureHistoryAnalyzer: Point 9246: 26.4°C at 2025-08-23 12:26:31 [EXCURSION]
08-25 18:02:31.303  6136  6136 D TemperatureHistoryAnalyzer: Point 9247: 26.4°C at 2025-08-23 12:26:41 [EXCURSION]
08-25 18:02:31.304  6136  6136 D TemperatureHistoryAnalyzer: Point 9248: 26.4°C at 2025-08-23 12:26:51 [EXCURSION]
08-25 18:02:31.304  6136  6136 D TemperatureHistoryAnalyzer: Point 9249: 26.4°C at 2025-08-23 12:27:01 [EXCURSION]
08-25 18:02:31.304  6136  6136 D TemperatureHistoryAnalyzer: Point 9250: 26.37°C at 2025-08-23 12:27:11 [EXCURSION]
08-25 18:02:31.304  6136  6136 D TemperatureHistoryAnalyzer: Point 9251: 26.4°C at 2025-08-23 12:27:21 [EXCURSION]
08-25 18:02:31.304  6136  6136 D TemperatureHistoryAnalyzer: Point 9252: 26.4°C at 2025-08-23 12:27:31 [EXCURSION]
08-25 18:02:31.304  6136  6136 D TemperatureHistoryAnalyzer: Point 9253: 26.4°C at 2025-08-23 12:27:41 [EXCURSION]
08-25 18:02:31.304  6136  6136 D TemperatureHistoryAnalyzer: Point 9254: 26.37°C at 2025-08-23 12:27:51 [EXCURSION]
08-25 18:02:31.305  6136  6136 D TemperatureHistoryAnalyzer: Point 9255: 26.37°C at 2025-08-23 12:28:01 [EXCURSION]
08-25 18:02:31.305  6136  6136 D TemperatureHistoryAnalyzer: Point 9256: 26.37°C at 2025-08-23 12:28:11 [EXCURSION]
08-25 18:02:31.305  6136  6136 D TemperatureHistoryAnalyzer: Point 9257: 26.37°C at 2025-08-23 12:28:21 [EXCURSION]
08-25 18:02:31.305  6136  6136 D TemperatureHistoryAnalyzer: Point 9258: 26.4°C at 2025-08-23 12:28:31 [EXCURSION]
08-25 18:02:31.305  6136  6136 D TemperatureHistoryAnalyzer: Point 9259: 26.33°C at 2025-08-23 12:28:41 [EXCURSION]
08-25 18:02:31.305  6136  6136 D TemperatureHistoryAnalyzer: Point 9260: 26.4°C at 2025-08-23 12:28:51 [EXCURSION]
08-25 18:02:31.306  6136  6136 D TemperatureHistoryAnalyzer: Point 9261: 26.37°C at 2025-08-23 12:29:01 [EXCURSION]
08-25 18:02:31.306  6136  6136 D TemperatureHistoryAnalyzer: Point 9262: 26.37°C at 2025-08-23 12:29:11 [EXCURSION]
08-25 18:02:31.306  6136  6136 D TemperatureHistoryAnalyzer: Point 9263: 26.37°C at 2025-08-23 12:29:21 [EXCURSION]
08-25 18:02:31.306  6136  6136 D TemperatureHistoryAnalyzer: Point 9264: 26.33°C at 2025-08-23 12:29:31 [EXCURSION]
08-25 18:02:31.306  6136  6136 D TemperatureHistoryAnalyzer: Point 9265: 26.37°C at 2025-08-23 12:29:41 [EXCURSION]
08-25 18:02:31.306  6136  6136 D TemperatureHistoryAnalyzer: Point 9266: 26.37°C at 2025-08-23 12:29:51 [EXCURSION]
08-25 18:02:31.307  6136  6136 D TemperatureHistoryAnalyzer: Point 9267: 26.37°C at 2025-08-23 12:30:01 [EXCURSION]
08-25 18:02:31.307  6136  6136 D TemperatureHistoryAnalyzer: Point 9268: 26.37°C at 2025-08-23 12:30:11 [EXCURSION]
08-25 18:02:31.307  6136  6136 D TemperatureHistoryAnalyzer: Point 9269: 26.4°C at 2025-08-23 12:30:21 [EXCURSION]
08-25 18:02:31.307  6136  6136 D TemperatureHistoryAnalyzer: Point 9270: 26.33°C at 2025-08-23 12:30:31 [EXCURSION]
08-25 18:02:31.307  6136  6136 D TemperatureHistoryAnalyzer: Point 9271: 26.37°C at 2025-08-23 12:30:41 [EXCURSION]
08-25 18:02:31.307  6136  6136 D TemperatureHistoryAnalyzer: Point 9272: 26.37°C at 2025-08-23 12:30:51 [EXCURSION]
