--------- beginning of main
08-25 18:02:30.327  6136  6136 D TemperatureHistoryAnalyzer: Point 206: 27.23°C at 2025-08-21 15:14:15 [EXCURSION]
08-25 18:02:30.328  6136  6136 D TemperatureHistoryAnalyzer: Point 207: 27.23°C at 2025-08-21 15:14:25 [EXCURSION]
08-25 18:02:30.328  6136  6136 D TemperatureHistoryAnalyzer: Point 208: 27.27°C at 2025-08-21 15:14:35 [EXCURSION]
08-25 18:02:30.328  6136  6136 D TemperatureHistoryAnalyzer: Point 209: 27.27°C at 2025-08-21 15:14:45 [EXCURSION]
08-25 18:02:30.328  6136  6136 D TemperatureHistoryAnalyzer: Point 210: 27.27°C at 2025-08-21 15:14:55 [EXCURSION]
08-25 18:02:30.328  6136  6136 D TemperatureHistoryAnalyzer: Point 211: 27.27°C at 2025-08-21 15:15:05 [EXCURSION]
08-25 18:02:30.328  6136  6136 D TemperatureHistoryAnalyzer: Point 212: 27.27°C at 2025-08-21 15:15:15 [EXCURSION]
08-25 18:02:30.329  6136  6136 D TemperatureHistoryAnalyzer: Point 213: 27.19°C at 2025-08-21 15:15:25 [EXCURSION]
08-25 18:02:30.329  6136  6136 D TemperatureHistoryAnalyzer: Point 214: 27.23°C at 2025-08-21 15:15:35 [EXCURSION]
08-25 18:02:30.329  6136  6136 D TemperatureHistoryAnalyzer: Point 215: 27.27°C at 2025-08-21 15:15:45 [EXCURSION]
08-25 18:02:30.329  6136  6136 D TemperatureHistoryAnalyzer: Point 216: 27.23°C at 2025-08-21 15:15:55 [EXCURSION]
08-25 18:02:30.329  6136  6136 D TemperatureHistoryAnalyzer: Point 217: 27.27°C at 2025-08-21 15:16:05 [EXCURSION]
08-25 18:02:30.329  6136  6136 D TemperatureHistoryAnalyzer: Point 218: 27.27°C at 2025-08-21 15:16:15 [EXCURSION]
08-25 18:02:30.329  6136  6136 D TemperatureHistoryAnalyzer: Point 219: 27.23°C at 2025-08-21 15:16:25 [EXCURSION]
08-25 18:02:30.330  6136  6136 D TemperatureHistoryAnalyzer: Point 220: 27.27°C at 2025-08-21 15:16:35 [EXCURSION]
08-25 18:02:30.330  6136  6136 D TemperatureHistoryAnalyzer: Point 221: 27.23°C at 2025-08-21 15:16:45 [EXCURSION]
08-25 18:02:30.330  6136  6136 D TemperatureHistoryAnalyzer: Point 222: 27.23°C at 2025-08-21 15:16:55 [EXCURSION]
08-25 18:02:30.330  6136  6136 D TemperatureHistoryAnalyzer: Point 223: 27.27°C at 2025-08-21 15:17:05 [EXCURSION]
08-25 18:02:30.330  6136  6136 D TemperatureHistoryAnalyzer: Point 224: 27.27°C at 2025-08-21 15:17:15 [EXCURSION]
08-25 18:02:30.330  6136  6136 D TemperatureHistoryAnalyzer: Point 225: 27.23°C at 2025-08-21 15:17:25 [EXCURSION]
08-25 18:02:30.331  6136  6136 D TemperatureHistoryAnalyzer: Point 226: 27.27°C at 2025-08-21 15:17:35 [EXCURSION]
08-25 18:02:30.331  6136  6136 D TemperatureHistoryAnalyzer: Point 227: 27.27°C at 2025-08-21 15:17:45 [EXCURSION]
08-25 18:02:30.331  6136  6136 D TemperatureHistoryAnalyzer: Point 228: 27.27°C at 2025-08-21 15:17:55 [EXCURSION]
08-25 18:02:30.331  6136  6136 D TemperatureHistoryAnalyzer: Point 229: 27.27°C at 2025-08-21 15:18:05 [EXCURSION]
08-25 18:02:30.331  6136  6136 D TemperatureHistoryAnalyzer: Point 230: 27.27°C at 2025-08-21 15:18:15 [EXCURSION]
08-25 18:02:30.331  6136  6136 D TemperatureHistoryAnalyzer: Point 231: 27.27°C at 2025-08-21 15:18:25 [EXCURSION]
08-25 18:02:30.332  6136  6136 D TemperatureHistoryAnalyzer: Point 232: 27.27°C at 2025-08-21 15:18:35 [EXCURSION]
08-25 18:02:30.332  6136  6136 D TemperatureHistoryAnalyzer: Point 233: 27.27°C at 2025-08-21 15:18:45 [EXCURSION]
08-25 18:02:30.332  6136  6136 D TemperatureHistoryAnalyzer: Point 234: 27.27°C at 2025-08-21 15:18:55 [EXCURSION]
08-25 18:02:30.332  6136  6136 D TemperatureHistoryAnalyzer: Point 235: 27.27°C at 2025-08-21 15:19:05 [EXCURSION]
08-25 18:02:30.332  6136  6136 D TemperatureHistoryAnalyzer: Point 236: 27.27°C at 2025-08-21 15:19:15 [EXCURSION]
08-25 18:02:30.332  6136  6136 D TemperatureHistoryAnalyzer: Point 237: 27.23°C at 2025-08-21 15:19:25 [EXCURSION]
08-25 18:02:30.333  6136  6136 D TemperatureHistoryAnalyzer: Point 238: 27.27°C at 2025-08-21 15:19:35 [EXCURSION]
08-25 18:02:30.333  6136  6136 D TemperatureHistoryAnalyzer: Point 239: 27.27°C at 2025-08-21 15:19:45 [EXCURSION]
08-25 18:02:30.333  6136  6136 D TemperatureHistoryAnalyzer: Point 240: 27.27°C at 2025-08-21 15:19:55 [EXCURSION]
08-25 18:02:30.333  6136  6136 D TemperatureHistoryAnalyzer: Point 241: 27.27°C at 2025-08-21 15:20:05 [EXCURSION]
08-25 18:02:30.333  6136  6136 D TemperatureHistoryAnalyzer: Point 242: 27.3°C at 2025-08-21 15:20:15 [EXCURSION]
08-25 18:02:30.333  6136  6136 D TemperatureHistoryAnalyzer: Point 243: 27.3°C at 2025-08-21 15:20:25 [EXCURSION]
08-25 18:02:30.334  6136  6136 D TemperatureHistoryAnalyzer: Point 244: 27.27°C at 2025-08-21 15:20:35 [EXCURSION]
08-25 18:02:30.334  6136  6136 D TemperatureHistoryAnalyzer: Point 245: 27.27°C at 2025-08-21 15:20:45 [EXCURSION]
08-25 18:02:30.334  6136  6136 D TemperatureHistoryAnalyzer: Point 246: 27.27°C at 2025-08-21 15:20:55 [EXCURSION]
08-25 18:02:30.334  6136  6136 D TemperatureHistoryAnalyzer: Point 247: 27.27°C at 2025-08-21 15:21:05 [EXCURSION]
08-25 18:02:30.334  6136  6136 D TemperatureHistoryAnalyzer: Point 248: 27.27°C at 2025-08-21 15:21:15 [EXCURSION]
08-25 18:02:30.334  6136  6136 D TemperatureHistoryAnalyzer: Point 249: 27.27°C at 2025-08-21 15:21:25 [EXCURSION]
08-25 18:02:30.335  6136  6136 D TemperatureHistoryAnalyzer: Point 250: 27.27°C at 2025-08-21 15:21:35 [EXCURSION]
08-25 18:02:30.335  6136  6136 D TemperatureHistoryAnalyzer: Point 251: 27.27°C at 2025-08-21 15:21:45 [EXCURSION]
08-25 18:02:30.335  6136  6136 D TemperatureHistoryAnalyzer: Point 252: 27.27°C at 2025-08-21 15:21:55 [EXCURSION]
08-25 18:02:30.335  6136  6136 D TemperatureHistoryAnalyzer: Point 253: 27.3°C at 2025-08-21 15:22:05 [EXCURSION]
08-25 18:02:30.335  6136  6136 D TemperatureHistoryAnalyzer: Point 254: 27.27°C at 2025-08-21 15:22:15 [EXCURSION]
08-25 18:02:30.335  6136  6136 D TemperatureHistoryAnalyzer: Point 255: 27.3°C at 2025-08-21 15:22:25 [EXCURSION]
08-25 18:02:30.336  6136  6136 D TemperatureHistoryAnalyzer: Point 256: 27.27°C at 2025-08-21 15:22:35 [EXCURSION]
08-25 18:02:30.336  6136  6136 D TemperatureHistoryAnalyzer: Point 257: 27.27°C at 2025-08-21 15:22:45 [EXCURSION]
08-25 18:02:30.336  6136  6136 D TemperatureHistoryAnalyzer: Point 258: 27.27°C at 2025-08-21 15:22:55 [EXCURSION]
08-25 18:02:30.336  6136  6136 D TemperatureHistoryAnalyzer: Point 259: 27.27°C at 2025-08-21 15:23:05 [EXCURSION]
08-25 18:02:30.336  6136  6136 D TemperatureHistoryAnalyzer: Point 260: 27.27°C at 2025-08-21 15:23:15 [EXCURSION]
08-25 18:02:30.337  6136  6136 D TemperatureHistoryAnalyzer: Point 261: 27.27°C at 2025-08-21 15:23:25 [EXCURSION]
08-25 18:02:30.337  6136  6136 D TemperatureHistoryAnalyzer: Point 262: 27.27°C at 2025-08-21 15:23:35 [EXCURSION]
08-25 18:02:30.337  6136  6136 D TemperatureHistoryAnalyzer: Point 263: 27.27°C at 2025-08-21 15:23:45 [EXCURSION]
08-25 18:02:30.337  6136  6136 D TemperatureHistoryAnalyzer: Point 264: 27.27°C at 2025-08-21 15:23:55 [EXCURSION]
08-25 18:02:30.337  6136  6136 D TemperatureHistoryAnalyzer: Point 265: 27.27°C at 2025-08-21 15:24:05 [EXCURSION]
08-25 18:02:30.338  6136  6136 D TemperatureHistoryAnalyzer: Point 266: 27.27°C at 2025-08-21 15:24:15 [EXCURSION]
08-25 18:02:30.338  6136  6136 D TemperatureHistoryAnalyzer: Point 267: 27.27°C at 2025-08-21 15:24:25 [EXCURSION]
08-25 18:02:30.338  6136  6136 D TemperatureHistoryAnalyzer: Point 268: 27.3°C at 2025-08-21 15:24:35 [EXCURSION]
08-25 18:02:30.338  6136  6136 D TemperatureHistoryAnalyzer: Point 269: 27.27°C at 2025-08-21 15:24:45 [EXCURSION]
08-25 18:02:30.338  6136  6136 D TemperatureHistoryAnalyzer: Point 270: 27.27°C at 2025-08-21 15:24:55 [EXCURSION]
08-25 18:02:30.339  6136  6136 D TemperatureHistoryAnalyzer: Point 271: 27.27°C at 2025-08-21 15:25:05 [EXCURSION]
08-25 18:02:30.339  6136  6136 D TemperatureHistoryAnalyzer: Point 272: 27.27°C at 2025-08-21 15:25:15 [EXCURSION]
08-25 18:02:30.339  6136  6136 D TemperatureHistoryAnalyzer: Point 273: 27.3°C at 2025-08-21 15:25:25 [EXCURSION]
08-25 18:02:30.339  6136  6136 D TemperatureHistoryAnalyzer: Point 274: 27.3°C at 2025-08-21 15:25:35 [EXCURSION]
08-25 18:02:30.339  6136  6136 D TemperatureHistoryAnalyzer: Point 275: 27.27°C at 2025-08-21 15:25:45 [EXCURSION]
08-25 18:02:30.339  6136  6136 D TemperatureHistoryAnalyzer: Point 276: 27.27°C at 2025-08-21 15:25:55 [EXCURSION]
08-25 18:02:30.339  6136  6136 D TemperatureHistoryAnalyzer: Point 277: 27.27°C at 2025-08-21 15:26:05 [EXCURSION]
08-25 18:02:30.340  6136  6136 D TemperatureHistoryAnalyzer: Point 278: 27.27°C at 2025-08-21 15:26:15 [EXCURSION]
08-25 18:02:30.340  6136  6136 D TemperatureHistoryAnalyzer: Point 279: 27.27°C at 2025-08-21 15:26:25 [EXCURSION]
08-25 18:02:30.340  6136  6136 D TemperatureHistoryAnalyzer: Point 280: 27.34°C at 2025-08-21 15:26:35 [EXCURSION]
08-25 18:02:30.340  6136  6136 D TemperatureHistoryAnalyzer: Point 281: 27.3°C at 2025-08-21 15:26:45 [EXCURSION]
08-25 18:02:30.340  6136  6136 D TemperatureHistoryAnalyzer: Point 282: 27.27°C at 2025-08-21 15:26:55 [EXCURSION]
08-25 18:02:30.341  6136  6136 D TemperatureHistoryAnalyzer: Point 283: 27.34°C at 2025-08-21 15:27:05 [EXCURSION]
08-25 18:02:30.341  6136  6136 D TemperatureHistoryAnalyzer: Point 284: 27.27°C at 2025-08-21 15:27:15 [EXCURSION]
08-25 18:02:30.341  6136  6136 D TemperatureHistoryAnalyzer: Point 285: 27.3°C at 2025-08-21 15:27:25 [EXCURSION]
08-25 18:02:30.341  6136  6136 D TemperatureHistoryAnalyzer: Point 286: 27.27°C at 2025-08-21 15:27:35 [EXCURSION]
08-25 18:02:30.341  6136  6136 D TemperatureHistoryAnalyzer: Point 287: 27.3°C at 2025-08-21 15:27:45 [EXCURSION]
08-25 18:02:30.341  6136  6136 D TemperatureHistoryAnalyzer: Point 288: 27.34°C at 2025-08-21 15:27:55 [EXCURSION]
08-25 18:02:30.341  6136  6136 D TemperatureHistoryAnalyzer: Point 289: 27.34°C at 2025-08-21 15:28:05 [EXCURSION]
08-25 18:02:30.342  6136  6136 D TemperatureHistoryAnalyzer: Point 290: 27.3°C at 2025-08-21 15:28:15 [EXCURSION]
08-25 18:02:30.342  6136  6136 D TemperatureHistoryAnalyzer: Point 291: 27.27°C at 2025-08-21 15:28:25 [EXCURSION]
08-25 18:02:30.342  6136  6136 D TemperatureHistoryAnalyzer: Point 292: 27.27°C at 2025-08-21 15:28:35 [EXCURSION]
08-25 18:02:30.342  6136  6136 D TemperatureHistoryAnalyzer: Point 293: 27.3°C at 2025-08-21 15:28:45 [EXCURSION]
08-25 18:02:30.342  6136  6136 D TemperatureHistoryAnalyzer: Point 294: 27.3°C at 2025-08-21 15:28:55 [EXCURSION]
08-25 18:02:30.342  6136  6136 D TemperatureHistoryAnalyzer: Point 295: 27.34°C at 2025-08-21 15:29:05 [EXCURSION]
08-25 18:02:30.342  6136  6136 D TemperatureHistoryAnalyzer: Point 296: 27.3°C at 2025-08-21 15:29:15 [EXCURSION]
08-25 18:02:30.343  6136  6136 D TemperatureHistoryAnalyzer: Point 297: 27.3°C at 2025-08-21 15:29:25 [EXCURSION]
08-25 18:02:31.264  6136  6136 D TemperatureHistoryAnalyzer: Point 8979: 26.51°C at 2025-08-23 11:42:01 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8980: 26.47°C at 2025-08-23 11:42:11 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8981: 26.51°C at 2025-08-23 11:42:21 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8982: 26.51°C at 2025-08-23 11:42:31 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8983: 26.51°C at 2025-08-23 11:42:41 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8984: 26.51°C at 2025-08-23 11:42:51 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8985: 26.51°C at 2025-08-23 11:43:01 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8986: 26.51°C at 2025-08-23 11:43:11 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8987: 26.51°C at 2025-08-23 11:43:21 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8988: 26.51°C at 2025-08-23 11:43:31 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8989: 26.51°C at 2025-08-23 11:43:41 [EXCURSION]
08-25 18:02:31.265  6136  6136 D TemperatureHistoryAnalyzer: Point 8990: 26.51°C at 2025-08-23 11:43:51 [EXCURSION]
08-25 18:02:31.266  6136  6136 D TemperatureHistoryAnalyzer: Point 8991: 26.51°C at 2025-08-23 11:44:01 [EXCURSION]
08-25 18:02:31.266  6136  6136 D TemperatureHistoryAnalyzer: Point 8992: 26.51°C at 2025-08-23 11:44:11 [EXCURSION]
08-25 18:02:31.266  6136  6136 D TemperatureHistoryAnalyzer: Point 8993: 26.55°C at 2025-08-23 11:44:21 [EXCURSION]
08-25 18:02:31.266  6136  6136 D TemperatureHistoryAnalyzer: Point 8994: 26.51°C at 2025-08-23 11:44:31 [EXCURSION]
08-25 18:02:31.266  6136  6136 D TemperatureHistoryAnalyzer: Point 8995: 26.51°C at 2025-08-23 11:44:41 [EXCURSION]
08-25 18:02:31.266  6136  6136 D TemperatureHistoryAnalyzer: Point 8996: 26.51°C at 2025-08-23 11:44:51 [EXCURSION]
08-25 18:02:31.267  6136  6136 D TemperatureHistoryAnalyzer: Point 8997: 26.51°C at 2025-08-23 11:45:01 [EXCURSION]
08-25 18:02:31.267  6136  6136 D TemperatureHistoryAnalyzer: Point 8998: 26.51°C at 2025-08-23 11:45:11 [EXCURSION]
08-25 18:02:31.267  6136  6136 D TemperatureHistoryAnalyzer: Point 8999: 26.51°C at 2025-08-23 11:45:21 [EXCURSION]
08-25 18:02:31.267  6136  6136 D TemperatureHistoryAnalyzer: Point 9000: 26.51°C at 2025-08-23 11:45:31 [EXCURSION]
08-25 18:02:31.267  6136  6136 D TemperatureHistoryAnalyzer: Point 9001: 26.55°C at 2025-08-23 11:45:41 [EXCURSION]
08-25 18:02:31.267  6136  6136 D TemperatureHistoryAnalyzer: Point 9002: 26.47°C at 2025-08-23 11:45:51 [EXCURSION]
08-25 18:02:31.268  6136  6136 D TemperatureHistoryAnalyzer: Point 9003: 26.51°C at 2025-08-23 11:46:01 [EXCURSION]
08-25 18:02:31.268  6136  6136 D TemperatureHistoryAnalyzer: Point 9004: 26.51°C at 2025-08-23 11:46:11 [EXCURSION]
08-25 18:02:31.268  6136  6136 D TemperatureHistoryAnalyzer: Point 9005: 26.51°C at 2025-08-23 11:46:21 [EXCURSION]
08-25 18:02:31.268  6136  6136 D TemperatureHistoryAnalyzer: Point 9006: 26.55°C at 2025-08-23 11:46:31 [EXCURSION]
08-25 18:02:31.268  6136  6136 D TemperatureHistoryAnalyzer: Point 9007: 26.51°C at 2025-08-23 11:46:41 [EXCURSION]
08-25 18:02:31.268  6136  6136 D TemperatureHistoryAnalyzer: Point 9008: 26.51°C at 2025-08-23 11:46:51 [EXCURSION]
08-25 18:02:31.268  6136  6136 D TemperatureHistoryAnalyzer: Point 9009: 26.51°C at 2025-08-23 11:47:01 [EXCURSION]
08-25 18:02:31.269  6136  6136 D TemperatureHistoryAnalyzer: Point 9010: 26.55°C at 2025-08-23 11:47:11 [EXCURSION]
08-25 18:02:31.269  6136  6136 D TemperatureHistoryAnalyzer: Point 9011: 26.51°C at 2025-08-23 11:47:21 [EXCURSION]
08-25 18:02:31.269  6136  6136 D TemperatureHistoryAnalyzer: Point 9012: 26.51°C at 2025-08-23 11:47:31 [EXCURSION]
08-25 18:02:31.269  6136  6136 D TemperatureHistoryAnalyzer: Point 9013: 26.51°C at 2025-08-23 11:47:41 [EXCURSION]
08-25 18:02:31.269  6136  6136 D TemperatureHistoryAnalyzer: Point 9014: 26.55°C at 2025-08-23 11:47:51 [EXCURSION]
08-25 18:02:31.269  6136  6136 D TemperatureHistoryAnalyzer: Point 9015: 26.51°C at 2025-08-23 11:48:01 [EXCURSION]
08-25 18:02:31.269  6136  6136 D TemperatureHistoryAnalyzer: Point 9016: 26.51°C at 2025-08-23 11:48:11 [EXCURSION]
08-25 18:02:31.270  6136  6136 D TemperatureHistoryAnalyzer: Point 9017: 26.51°C at 2025-08-23 11:48:21 [EXCURSION]
08-25 18:02:31.270  6136  6136 D TemperatureHistoryAnalyzer: Point 9018: 26.51°C at 2025-08-23 11:48:31 [EXCURSION]
08-25 18:02:31.270  6136  6136 D TemperatureHistoryAnalyzer: Point 9019: 26.51°C at 2025-08-23 11:48:41 [EXCURSION]
08-25 18:02:31.270  6136  6136 D TemperatureHistoryAnalyzer: Point 9020: 26.51°C at 2025-08-23 11:48:51 [EXCURSION]
08-25 18:02:31.270  6136  6136 D TemperatureHistoryAnalyzer: Point 9021: 26.51°C at 2025-08-23 11:49:01 [EXCURSION]
08-25 18:02:31.270  6136  6136 D TemperatureHistoryAnalyzer: Point 9022: 26.47°C at 2025-08-23 11:49:11 [EXCURSION]
08-25 18:02:31.270  6136  6136 D TemperatureHistoryAnalyzer: Point 9023: 26.51°C at 2025-08-23 11:49:21 [EXCURSION]
08-25 18:02:31.271  6136  6136 D TemperatureHistoryAnalyzer: Point 9024: 26.55°C at 2025-08-23 11:49:31 [EXCURSION]
08-25 18:02:31.271  6136  6136 D TemperatureHistoryAnalyzer: Point 9025: 26.51°C at 2025-08-23 11:49:41 [EXCURSION]
08-25 18:02:31.271  6136  6136 D TemperatureHistoryAnalyzer: Point 9026: 26.51°C at 2025-08-23 11:49:51 [EXCURSION]
08-25 18:02:31.271  6136  6136 D TemperatureHistoryAnalyzer: Point 9027: 26.55°C at 2025-08-23 11:50:01 [EXCURSION]
08-25 18:02:31.271  6136  6136 D TemperatureHistoryAnalyzer: Point 9028: 26.51°C at 2025-08-23 11:50:11 [EXCURSION]
08-25 18:02:31.271  6136  6136 D TemperatureHistoryAnalyzer: Point 9029: 26.47°C at 2025-08-23 11:50:21 [EXCURSION]
08-25 18:02:31.271  6136  6136 D TemperatureHistoryAnalyzer: Point 9030: 26.51°C at 2025-08-23 11:50:31 [EXCURSION]
08-25 18:02:31.271  6136  6136 D TemperatureHistoryAnalyzer: Point 9031: 26.47°C at 2025-08-23 11:50:41 [EXCURSION]
08-25 18:02:31.272  6136  6136 D TemperatureHistoryAnalyzer: Point 9032: 26.51°C at 2025-08-23 11:50:51 [EXCURSION]
08-25 18:02:31.272  6136  6136 D TemperatureHistoryAnalyzer: Point 9033: 26.51°C at 2025-08-23 11:51:01 [EXCURSION]
08-25 18:02:31.272  6136  6136 D TemperatureHistoryAnalyzer: Point 9034: 26.51°C at 2025-08-23 11:51:11 [EXCURSION]
08-25 18:02:31.272  6136  6136 D TemperatureHistoryAnalyzer: Point 9035: 26.51°C at 2025-08-23 11:51:21 [EXCURSION]
08-25 18:02:31.272  6136  6136 D TemperatureHistoryAnalyzer: Point 9036: 26.51°C at 2025-08-23 11:51:31 [EXCURSION]
08-25 18:02:31.272  6136  6136 D TemperatureHistoryAnalyzer: Point 9037: 26.47°C at 2025-08-23 11:51:41 [EXCURSION]
08-25 18:02:31.272  6136  6136 D TemperatureHistoryAnalyzer: Point 9038: 26.55°C at 2025-08-23 11:51:51 [EXCURSION]
08-25 18:02:31.272  6136  6136 D TemperatureHistoryAnalyzer: Point 9039: 26.51°C at 2025-08-23 11:52:01 [EXCURSION]
08-25 18:02:31.273  6136  6136 D TemperatureHistoryAnalyzer: Point 9040: 26.47°C at 2025-08-23 11:52:11 [EXCURSION]
08-25 18:02:31.273  6136  6136 D TemperatureHistoryAnalyzer: Point 9041: 26.51°C at 2025-08-23 11:52:21 [EXCURSION]
08-25 18:02:31.273  6136  6136 D TemperatureHistoryAnalyzer: Point 9042: 26.51°C at 2025-08-23 11:52:31 [EXCURSION]
08-25 18:02:31.273  6136  6136 D TemperatureHistoryAnalyzer: Point 9043: 26.51°C at 2025-08-23 11:52:41 [EXCURSION]
08-25 18:02:31.273  6136  6136 D TemperatureHistoryAnalyzer: Point 9044: 26.51°C at 2025-08-23 11:52:51 [EXCURSION]
08-25 18:02:31.273  6136  6136 D TemperatureHistoryAnalyzer: Point 9045: 26.47°C at 2025-08-23 11:53:01 [EXCURSION]
08-25 18:02:31.273  6136  6136 D TemperatureHistoryAnalyzer: Point 9046: 26.51°C at 2025-08-23 11:53:11 [EXCURSION]
08-25 18:02:31.273  6136  6136 D TemperatureHistoryAnalyzer: Point 9047: 26.51°C at 2025-08-23 11:53:21 [EXCURSION]
08-25 18:02:31.274  6136  6136 D TemperatureHistoryAnalyzer: Point 9048: 26.51°C at 2025-08-23 11:53:31 [EXCURSION]
08-25 18:02:31.274  6136  6136 D TemperatureHistoryAnalyzer: Point 9049: 26.47°C at 2025-08-23 11:53:41 [EXCURSION]
08-25 18:02:31.274  6136  6136 D TemperatureHistoryAnalyzer: Point 9050: 26.51°C at 2025-08-23 11:53:51 [EXCURSION]
08-25 18:02:31.274  6136  6136 D TemperatureHistoryAnalyzer: Point 9051: 26.51°C at 2025-08-23 11:54:01 [EXCURSION]
08-25 18:02:31.274  6136  6136 D TemperatureHistoryAnalyzer: Point 9052: 26.47°C at 2025-08-23 11:54:11 [EXCURSION]
08-25 18:02:31.274  6136  6136 D TemperatureHistoryAnalyzer: Point 9053: 26.47°C at 2025-08-23 11:54:21 [EXCURSION]
08-25 18:02:31.274  6136  6136 D TemperatureHistoryAnalyzer: Point 9054: 26.51°C at 2025-08-23 11:54:31 [EXCURSION]
08-25 18:02:31.275  6136  6136 D TemperatureHistoryAnalyzer: Point 9055: 26.51°C at 2025-08-23 11:54:41 [EXCURSION]
08-25 18:02:31.275  6136  6136 D TemperatureHistoryAnalyzer: Point 9056: 26.51°C at 2025-08-23 11:54:51 [EXCURSION]
08-25 18:02:31.275  6136  6136 D TemperatureHistoryAnalyzer: Point 9057: 26.47°C at 2025-08-23 11:55:01 [EXCURSION]
08-25 18:02:31.275  6136  6136 D TemperatureHistoryAnalyzer: Point 9058: 26.47°C at 2025-08-23 11:55:11 [EXCURSION]
08-25 18:02:31.275  6136  6136 D TemperatureHistoryAnalyzer: Point 9059: 26.51°C at 2025-08-23 11:55:21 [EXCURSION]
08-25 18:02:31.275  6136  6136 D TemperatureHistoryAnalyzer: Point 9060: 26.47°C at 2025-08-23 11:55:31 [EXCURSION]
08-25 18:02:31.275  6136  6136 D TemperatureHistoryAnalyzer: Point 9061: 26.51°C at 2025-08-23 11:55:41 [EXCURSION]
08-25 18:02:31.275  6136  6136 D TemperatureHistoryAnalyzer: Point 9062: 26.47°C at 2025-08-23 11:55:51 [EXCURSION]
08-25 18:02:31.275  6136  6136 D TemperatureHistoryAnalyzer: Point 9063: 26.51°C at 2025-08-23 11:56:01 [EXCURSION]
08-25 18:02:31.276  6136  6136 D TemperatureHistoryAnalyzer: Point 9064: 26.47°C at 2025-08-23 11:56:11 [EXCURSION]
08-25 18:02:31.276  6136  6136 D TemperatureHistoryAnalyzer: Point 9065: 26.47°C at 2025-08-23 11:56:21 [EXCURSION]
08-25 18:02:31.276  6136  6136 D TemperatureHistoryAnalyzer: Point 9066: 26.51°C at 2025-08-23 11:56:31 [EXCURSION]
08-25 18:02:31.276  6136  6136 D TemperatureHistoryAnalyzer: Point 9067: 26.51°C at 2025-08-23 11:56:41 [EXCURSION]
08-25 18:02:31.276  6136  6136 D TemperatureHistoryAnalyzer: Point 9068: 26.51°C at 2025-08-23 11:56:51 [EXCURSION]
08-25 18:02:31.276  6136  6136 D TemperatureHistoryAnalyzer: Point 9069: 26.51°C at 2025-08-23 11:57:01 [EXCURSION]
08-25 18:02:31.276  6136  6136 D TemperatureHistoryAnalyzer: Point 9070: 26.51°C at 2025-08-23 11:57:11 [EXCURSION]
08-25 18:02:31.277  6136  6136 D TemperatureHistoryAnalyzer: Point 9071: 26.51°C at 2025-08-23 11:57:21 [EXCURSION]
08-25 18:02:31.277  6136  6136 D TemperatureHistoryAnalyzer: Point 9072: 26.51°C at 2025-08-23 11:57:31 [EXCURSION]
08-25 18:02:31.277  6136  6136 D TemperatureHistoryAnalyzer: Point 9073: 26.47°C at 2025-08-23 11:57:41 [EXCURSION]
08-25 18:02:31.277  6136  6136 D TemperatureHistoryAnalyzer: Point 9074: 26.47°C at 2025-08-23 11:57:51 [EXCURSION]
08-25 18:02:31.277  6136  6136 D TemperatureHistoryAnalyzer: Point 9075: 26.47°C at 2025-08-23 11:58:01 [EXCURSION]
08-25 18:02:31.277  6136  6136 D TemperatureHistoryAnalyzer: Point 9076: 26.47°C at 2025-08-23 11:58:11 [EXCURSION]
08-25 18:02:31.278  6136  6136 D TemperatureHistoryAnalyzer: Point 9077: 26.47°C at 2025-08-23 11:58:21 [EXCURSION]
08-25 18:02:31.278  6136  6136 D TemperatureHistoryAnalyzer: Point 9078: 26.47°C at 2025-08-23 11:58:31 [EXCURSION]
08-25 18:02:31.278  6136  6136 D TemperatureHistoryAnalyzer: Point 9079: 26.51°C at 2025-08-23 11:58:41 [EXCURSION]
08-25 18:02:31.278  6136  6136 D TemperatureHistoryAnalyzer: Point 9080: 26.51°C at 2025-08-23 11:58:51 [EXCURSION]
08-25 18:02:31.278  6136  6136 D TemperatureHistoryAnalyzer: Point 9081: 26.47°C at 2025-08-23 11:59:01 [EXCURSION]
08-25 18:02:31.278  6136  6136 D TemperatureHistoryAnalyzer: Point 9082: 26.51°C at 2025-08-23 11:59:11 [EXCURSION]
08-25 18:02:31.279  6136  6136 D TemperatureHistoryAnalyzer: Point 9083: 26.47°C at 2025-08-23 11:59:21 [EXCURSION]
08-25 18:02:31.279  6136  6136 D TemperatureHistoryAnalyzer: Point 9084: 26.51°C at 2025-08-23 11:59:31 [EXCURSION]
